id,text,created_at,user_id,sentiment,cleaned_text,text_length,word_count,hashtag_count,hashtags,mention_count,mentions,url_count,exclamation_count,question_count,emoji_count,positive_word_count,negative_word_count,sentiment_score,sentiment_prediction,sentiment_confidence,sentiment_scores,negative_score,neutral_score,positive_score
tweet_000788,Wonderful day at the beach! 🏖️ #beach #wonderful #test,2025-07-31 07:56:54.366543,user_2490,positive,wonderful day at the beach! 🏖️ beach wonderful test,51,9,3,"['#beach', '#wonderful', '#test']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000789,Wonderful day at the beach! 🏖️ #beach #wonderful #sample,2025-07-31 15:48:54.366607,user_6772,positive,wonderful day at the beach! 🏖️ beach wonderful sample,53,9,3,"['#beach', '#wonderful', '#sample']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000790,"Great movie, highly recommend! 🎬 #movie #recommend #random",2025-07-07 14:50:54.366669,user_9487,positive,"great movie, highly recommend! 🎬 movie recommend random",55,8,3,"['#movie', '#recommend', '#random']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000791,This app is so buggy and slow! 😡 #buggy #slow #sample,2025-07-30 14:41:54.366730,user_2244,negative,this app is so buggy and slow! 😡 buggy slow sample,50,11,3,"['#buggy', '#slow', '#sample']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000792,I'm disappointed with the quality 😞 #disappointed #data,2025-07-25 02:58:54.366791,user_2940,negative,i'm disappointed with the quality 😞 disappointed data,53,8,2,"['#disappointed', '#data']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000793,I really love this new product! It's amazing! 😍 #awesome #really loveit #data,2025-07-25 06:14:54.366857,user_3944,positive,i really love this new product! it's amazing! 😍 awesome really loveit data,74,13,3,"['#awesome', '#really', '#data']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000794,This app is so buggy and slow! 😡 #buggy #slow #sample,2025-07-24 04:32:54.366927,user_8088,negative,this app is so buggy and slow! 😡 buggy slow sample,50,11,3,"['#buggy', '#slow', '#sample']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000795,"This is really terrible, worst experience ever! 😠 #bad #hate #twitter",2025-07-19 05:10:54.366990,user_1077,negative,"this is really terrible, worst experience ever! 😠 bad hate twitter",66,11,3,"['#bad', '#hate', '#twitter']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000796,I so love this new product! It's amazing! 😍 #awesome #so loveit #random,2025-07-19 17:40:54.367054,user_4609,positive,i so love this new product! it's amazing! 😍 awesome so loveit random,68,13,3,"['#awesome', '#so', '#random']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000797,I'm so frustrated with this service! 😤 #frustrated #bad #test,2025-07-26 03:50:54.367125,user_4707,negative,i'm so frustrated with this service! 😤 frustrated bad test,58,10,3,"['#frustrated', '#bad', '#test']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000798,"This is so terrible, worst experience ever! 😠 #bad #hate #data",2025-07-22 10:15:54.367199,user_5507,negative,"this is so terrible, worst experience ever! 😠 bad hate data",59,11,3,"['#bad', '#hate', '#data']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000799,"Great movie, highly recommend! 🎬 #movie #recommend #twitter",2025-07-23 02:45:54.367269,user_1299,positive,"great movie, highly recommend! 🎬 movie recommend twitter",56,8,3,"['#movie', '#recommend', '#twitter']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000800,I'm so frustrated with this service! 😤 #frustrated #bad #test,2025-07-09 17:41:54.367365,user_4281,negative,i'm so frustrated with this service! 😤 frustrated bad test,58,10,3,"['#frustrated', '#bad', '#test']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000801,This app is so buggy and slow! 😡 #buggy #slow #test,2025-07-27 18:26:54.367457,user_9345,negative,this app is so buggy and slow! 😡 buggy slow test,48,11,3,"['#buggy', '#slow', '#test']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000802,I'm disappointed with the quality 😞 #disappointed #test,2025-07-27 08:38:54.367551,user_4216,negative,i'm disappointed with the quality 😞 disappointed test,53,8,2,"['#disappointed', '#test']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000803,Amazing concert last night! 🎵 #concert #amazing #data,2025-07-17 10:45:54.367737,user_9727,positive,amazing concert last night! 🎵 concert amazing data,50,8,3,"['#concert', '#amazing', '#data']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000804,This app is so buggy and slow! 😡 #buggy #slow #random,2025-07-16 21:25:54.367827,user_1416,negative,this app is so buggy and slow! 😡 buggy slow random,50,11,3,"['#buggy', '#slow', '#random']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000805,Wonderful day at the beach! 🏖️ #beach #wonderful #sample,2025-07-21 04:33:54.367906,user_7917,positive,wonderful day at the beach! 🏖️ beach wonderful sample,53,9,3,"['#beach', '#wonderful', '#sample']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000806,Amazing concert last night! 🎵 #concert #amazing #test,2025-07-10 20:48:54.367991,user_9099,positive,amazing concert last night! 🎵 concert amazing test,50,8,3,"['#concert', '#amazing', '#test']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000807,Amazing concert last night! 🎵 #concert #amazing #test,2025-07-18 08:39:54.368071,user_7797,positive,amazing concert last night! 🎵 concert amazing test,50,8,3,"['#concert', '#amazing', '#test']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000808,This app is so buggy and slow! 😡 #buggy #slow #data,2025-07-30 14:50:54.368145,user_1608,negative,this app is so buggy and slow! 😡 buggy slow data,48,11,3,"['#buggy', '#slow', '#data']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000809,I very love this new product! It's amazing! 😍 #awesome #very loveit #data,2025-07-08 07:11:54.368235,user_5118,positive,i very love this new product! it's amazing! 😍 awesome very loveit data,70,13,3,"['#awesome', '#very', '#data']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000810,"This is really terrible, worst experience ever! 😠 #bad #hate #random",2025-07-27 02:17:54.368327,user_1858,negative,"this is really terrible, worst experience ever! 😠 bad hate random",65,11,3,"['#bad', '#hate', '#random']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000811,I extremely love this new product! It's amazing! 😍 #awesome #extremely loveit #random,2025-07-05 23:45:54.368435,user_4681,positive,i extremely love this new product! it's amazing! 😍 awesome extremely loveit random,82,13,3,"['#awesome', '#extremely', '#random']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000812,"Great movie, highly recommend! 🎬 #movie #recommend #sample",2025-07-16 17:42:54.368560,user_9767,positive,"great movie, highly recommend! 🎬 movie recommend sample",55,8,3,"['#movie', '#recommend', '#sample']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000813,This app is so buggy and slow! 😡 #buggy #slow #twitter,2025-07-09 12:19:54.368667,user_5077,negative,this app is so buggy and slow! 😡 buggy slow twitter,51,11,3,"['#buggy', '#slow', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000814,I'm so frustrated with this service! 😤 #frustrated #bad #test,2025-07-07 10:44:54.368761,user_2197,negative,i'm so frustrated with this service! 😤 frustrated bad test,58,10,3,"['#frustrated', '#bad', '#test']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000815,Wonderful day at the beach! 🏖️ #beach #wonderful #twitter,2025-07-16 11:12:54.368863,user_4976,positive,wonderful day at the beach! 🏖️ beach wonderful twitter,54,9,3,"['#beach', '#wonderful', '#twitter']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000816,This food is delicious! 🍕 #food #yummy #sample,2025-07-18 14:56:54.368967,user_2402,positive,this food is delicious! 🍕 food yummy sample,43,8,3,"['#food', '#yummy', '#sample']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000817,Amazing concert last night! 🎵 #concert #amazing #twitter,2025-07-03 04:52:54.369072,user_2088,positive,amazing concert last night! 🎵 concert amazing twitter,53,8,3,"['#concert', '#amazing', '#twitter']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000818,This app is so buggy and slow! 😡 #buggy #slow #random,2025-07-16 22:03:54.369180,user_4976,negative,this app is so buggy and slow! 😡 buggy slow random,50,11,3,"['#buggy', '#slow', '#random']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000819,"This is extremely terrible, worst experience ever! 😠 #bad #hate #random",2025-07-04 06:17:54.369275,user_1364,negative,"this is extremely terrible, worst experience ever! 😠 bad hate random",68,11,3,"['#bad', '#hate', '#random']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000820,I'm so frustrated with this service! 😤 #frustrated #bad #test,2025-07-25 07:37:54.369356,user_7165,negative,i'm so frustrated with this service! 😤 frustrated bad test,58,10,3,"['#frustrated', '#bad', '#test']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000821,"The weather is nice today, feeling good! ☀️ #weather #happy #data",2025-07-21 06:36:54.369447,user_5600,positive,"the weather is nice today, feeling good! ☀️ weather happy data",62,11,3,"['#weather', '#happy', '#data']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000822,This food is delicious! 🍕 #food #yummy #sample,2025-07-23 03:18:54.369577,user_5832,positive,this food is delicious! 🍕 food yummy sample,43,8,3,"['#food', '#yummy', '#sample']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000823,Wonderful day at the beach! 🏖️ #beach #wonderful #test,2025-08-01 08:53:54.369683,user_1554,positive,wonderful day at the beach! 🏖️ beach wonderful test,51,9,3,"['#beach', '#wonderful', '#test']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000824,This food is delicious! 🍕 #food #yummy #data,2025-07-18 03:40:54.369775,user_2720,positive,this food is delicious! 🍕 food yummy data,41,8,3,"['#food', '#yummy', '#data']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000825,This food is delicious! 🍕 #food #yummy #test,2025-07-04 07:09:54.369847,user_3617,positive,this food is delicious! 🍕 food yummy test,41,8,3,"['#food', '#yummy', '#test']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000826,This app is so buggy and slow! 😡 #buggy #slow #data,2025-07-18 19:27:54.369920,user_4404,negative,this app is so buggy and slow! 😡 buggy slow data,48,11,3,"['#buggy', '#slow', '#data']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000827,This app is so buggy and slow! 😡 #buggy #slow #random,2025-07-22 09:22:54.369998,user_4777,negative,this app is so buggy and slow! 😡 buggy slow random,50,11,3,"['#buggy', '#slow', '#random']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000828,"This is really terrible, worst experience ever! 😠 #bad #hate #random",2025-07-06 21:18:54.370089,user_2956,negative,"this is really terrible, worst experience ever! 😠 bad hate random",65,11,3,"['#bad', '#hate', '#random']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000829,This app is so buggy and slow! 😡 #buggy #slow #twitter,2025-07-03 16:18:54.370164,user_4896,negative,this app is so buggy and slow! 😡 buggy slow twitter,51,11,3,"['#buggy', '#slow', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000830,This app is so buggy and slow! 😡 #buggy #slow #twitter,2025-07-06 02:49:54.370227,user_3771,negative,this app is so buggy and slow! 😡 buggy slow twitter,51,11,3,"['#buggy', '#slow', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000831,"The weather is nice today, feeling good! ☀️ #weather #happy #data",2025-07-22 10:42:54.370301,user_6686,positive,"the weather is nice today, feeling good! ☀️ weather happy data",62,11,3,"['#weather', '#happy', '#data']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000832,I extremely love this new product! It's amazing! 😍 #awesome #extremely loveit #sample,2025-07-24 21:39:54.370368,user_6106,positive,i extremely love this new product! it's amazing! 😍 awesome extremely loveit sample,82,13,3,"['#awesome', '#extremely', '#sample']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000833,I'm disappointed with the quality 😞 #disappointed #sample,2025-07-08 08:24:54.370442,user_3988,negative,i'm disappointed with the quality 😞 disappointed sample,55,8,2,"['#disappointed', '#sample']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000834,"This is really terrible, worst experience ever! 😠 #bad #hate #test",2025-07-21 15:11:54.370510,user_2766,negative,"this is really terrible, worst experience ever! 😠 bad hate test",63,11,3,"['#bad', '#hate', '#test']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000835,"This is really terrible, worst experience ever! 😠 #bad #hate #sample",2025-07-20 00:08:54.370572,user_1326,negative,"this is really terrible, worst experience ever! 😠 bad hate sample",65,11,3,"['#bad', '#hate', '#sample']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000836,This app is so buggy and slow! 😡 #buggy #slow #twitter,2025-07-11 17:16:54.370631,user_9665,negative,this app is so buggy and slow! 😡 buggy slow twitter,51,11,3,"['#buggy', '#slow', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000837,I'm so frustrated with this service! 😤 #frustrated #bad #data,2025-07-08 11:12:54.370692,user_7248,negative,i'm so frustrated with this service! 😤 frustrated bad data,58,10,3,"['#frustrated', '#bad', '#data']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000838,I'm so frustrated with this service! 😤 #frustrated #bad #sample,2025-07-20 07:28:54.370810,user_3890,negative,i'm so frustrated with this service! 😤 frustrated bad sample,60,10,3,"['#frustrated', '#bad', '#sample']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000839,"Great movie, highly recommend! 🎬 #movie #recommend #random",2025-07-05 18:04:54.370882,user_6560,positive,"great movie, highly recommend! 🎬 movie recommend random",55,8,3,"['#movie', '#recommend', '#random']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000840,I quite love this new product! It's amazing! 😍 #awesome #quite loveit #test,2025-07-07 23:32:54.370959,user_6926,positive,i quite love this new product! it's amazing! 😍 awesome quite loveit test,72,13,3,"['#awesome', '#quite', '#test']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000841,I'm disappointed with the quality 😞 #disappointed #twitter,2025-07-24 10:13:54.371023,user_6678,negative,i'm disappointed with the quality 😞 disappointed twitter,56,8,2,"['#disappointed', '#twitter']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000842,Wonderful day at the beach! 🏖️ #beach #wonderful #random,2025-07-21 05:53:54.371084,user_9045,positive,wonderful day at the beach! 🏖️ beach wonderful random,53,9,3,"['#beach', '#wonderful', '#random']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000843,"Great movie, highly recommend! 🎬 #movie #recommend #test",2025-07-16 08:27:54.371141,user_3082,positive,"great movie, highly recommend! 🎬 movie recommend test",53,8,3,"['#movie', '#recommend', '#test']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000844,Amazing concert last night! 🎵 #concert #amazing #sample,2025-07-14 06:17:54.371199,user_6603,positive,amazing concert last night! 🎵 concert amazing sample,52,8,3,"['#concert', '#amazing', '#sample']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000845,"The weather is nice today, feeling good! ☀️ #weather #happy #twitter",2025-07-10 05:32:54.371257,user_7935,positive,"the weather is nice today, feeling good! ☀️ weather happy twitter",65,11,3,"['#weather', '#happy', '#twitter']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000846,I so love this new product! It's amazing! 😍 #awesome #so loveit #random,2025-07-23 06:39:54.371319,user_7636,positive,i so love this new product! it's amazing! 😍 awesome so loveit random,68,13,3,"['#awesome', '#so', '#random']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000847,This app is so buggy and slow! 😡 #buggy #slow #sample,2025-07-16 12:37:54.371380,user_4644,negative,this app is so buggy and slow! 😡 buggy slow sample,50,11,3,"['#buggy', '#slow', '#sample']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000848,I very love this new product! It's amazing! 😍 #awesome #very loveit #twitter,2025-07-17 04:31:54.371440,user_4879,positive,i very love this new product! it's amazing! 😍 awesome very loveit twitter,73,13,3,"['#awesome', '#very', '#twitter']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000849,"This is quite terrible, worst experience ever! 😠 #bad #hate #test",2025-07-28 02:34:54.371502,user_8633,negative,"this is quite terrible, worst experience ever! 😠 bad hate test",62,11,3,"['#bad', '#hate', '#test']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000850,"The weather is nice today, feeling good! ☀️ #weather #happy #sample",2025-07-18 14:26:54.371560,user_9224,positive,"the weather is nice today, feeling good! ☀️ weather happy sample",64,11,3,"['#weather', '#happy', '#sample']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000851,Wonderful day at the beach! 🏖️ #beach #wonderful #random,2025-07-22 00:48:54.371647,user_5980,positive,wonderful day at the beach! 🏖️ beach wonderful random,53,9,3,"['#beach', '#wonderful', '#random']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000852,"The weather is nice today, feeling good! ☀️ #weather #happy #twitter",2025-07-31 06:35:54.371712,user_7802,positive,"the weather is nice today, feeling good! ☀️ weather happy twitter",65,11,3,"['#weather', '#happy', '#twitter']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000853,This app is so buggy and slow! 😡 #buggy #slow #data,2025-07-16 22:49:54.371773,user_2806,negative,this app is so buggy and slow! 😡 buggy slow data,48,11,3,"['#buggy', '#slow', '#data']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000854,I'm disappointed with the quality 😞 #disappointed #sample,2025-07-02 22:56:54.371832,user_1278,negative,i'm disappointed with the quality 😞 disappointed sample,55,8,2,"['#disappointed', '#sample']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000855,"This is so terrible, worst experience ever! 😠 #bad #hate #random",2025-07-29 02:26:54.371937,user_9484,negative,"this is so terrible, worst experience ever! 😠 bad hate random",61,11,3,"['#bad', '#hate', '#random']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000856,I'm disappointed with the quality 😞 #disappointed #test,2025-07-17 14:16:54.372042,user_3641,negative,i'm disappointed with the quality 😞 disappointed test,53,8,2,"['#disappointed', '#test']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000857,I'm disappointed with the quality 😞 #disappointed #random,2025-07-25 05:50:54.372104,user_5859,negative,i'm disappointed with the quality 😞 disappointed random,55,8,2,"['#disappointed', '#random']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000858,This app is so buggy and slow! 😡 #buggy #slow #data,2025-07-14 19:36:54.372162,user_1979,negative,this app is so buggy and slow! 😡 buggy slow data,48,11,3,"['#buggy', '#slow', '#data']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000859,Wonderful day at the beach! 🏖️ #beach #wonderful #data,2025-07-08 04:18:54.372223,user_7183,positive,wonderful day at the beach! 🏖️ beach wonderful data,51,9,3,"['#beach', '#wonderful', '#data']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000860,"Great movie, highly recommend! 🎬 #movie #recommend #data",2025-07-10 00:23:54.372282,user_5809,positive,"great movie, highly recommend! 🎬 movie recommend data",53,8,3,"['#movie', '#recommend', '#data']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000861,This food is delicious! 🍕 #food #yummy #test,2025-07-08 07:41:54.372341,user_7009,positive,this food is delicious! 🍕 food yummy test,41,8,3,"['#food', '#yummy', '#test']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
